listing_id,name,description,text,llama_response
44340352.0,LeMiltonPlace beautifully renovated 4 ur enjoyment,"Located in the heart of Montreal, Milton Place is a 19th-century house with quintessential Montreal charm. Everything is provided to make you feel at home in this beautiful space, the perfect resting place after a day of exploring the Plateau Mont-Royal, Mile End, the Old Port, Quartier des Spectacles, and the downtown area.","LeMiltonPlace beautifully renovated 4 ur enjoyment
Located in the heart of Montreal, Milton Place is a 19th-century house with quintessential Montreal charm. Everything is provided to make you feel at home in this beautiful space, the perfect resting place after a day of exploring the Plateau Mont-Royal, Mile End, the Old Port, Quartier des Spectacles, and the downtown area.",<coroutine object preguntar_llama at 0x11c073290>
1.0344726720060288e+18,Acadie District 1-Bedroom Condo,"Welcome to our apartment nestled at Place de l’Acadie. This thoughtfully designed space offers a blend of simplicity and sophistication, creating an atmosphere that feels refined.<br />Step into the equipped kitchen, where modern amenities meet functionality, allowing you to prepare delightful meals at your leisure. The cozy bedroom provides a comfortable retreat after a day of exploring the city.<br />We invite you to make lasting memories from your trip while enjoying comfortable staying in our condo!","Acadie District 1-Bedroom Condo
Welcome to our apartment nestled at Place de l’Acadie. This thoughtfully designed space offers a blend of simplicity and sophistication, creating an atmosphere that feels refined.<br />Step into the equipped kitchen, where modern amenities meet functionality, allowing you to prepare delightful meals at your leisure. The cozy bedroom provides a comfortable retreat after a day of exploring the city.<br />We invite you to make lasting memories from your trip while enjoying comfortable staying in our condo!",<coroutine object preguntar_llama at 0x11c072fb0>
1.0362896077431424e+18,Brand New! Luxurious Mile End Condo! 201,"🏡Welcome to our cozy retreat!🏡<br />Perfect for groups of up to 7, our stylish unit offers a seamless blend of comfort and convenience. Step into a spacious open-plan kitchen and living room, thoughtfully designed for your relaxation and entertainment. Enjoy the luxury of a 50"" 4K Smart TV, stay cool with our efficient air conditioning, and stay connected with complimentary WIFI.","Brand New! Luxurious Mile End Condo! 201
🏡Welcome to our cozy retreat!🏡<br />Perfect for groups of up to 7, our stylish unit offers a seamless blend of comfort and convenience. Step into a spacious open-plan kitchen and living room, thoughtfully designed for your relaxation and entertainment. Enjoy the luxury of a 50"" 4K Smart TV, stay cool with our efficient air conditioning, and stay connected with complimentary WIFI.",<coroutine object preguntar_llama at 0x11c072e40>
15957050.0,Centrally located and comfortable studio,"My place is close to UQAM, Cégep Vieux-Montréal, Berri-Uqam metro station, Gare d'autocars de Montréal (main bus station), Théâtre St-Denis, Quartier des Spectacles, BAnQ Library, The Village, Patrick's Pub irlandais, Café Hookah Lounge, Hospital, .... You’ll love my place because of the neighbourhood, the proximity to absolutely everything, year round festivals, best restaurants, pubs and bars in the city! My place is good for couples, solo adventurers, and business travellers.","Centrally located and comfortable studio
My place is close to UQAM, Cégep Vieux-Montréal, Berri-Uqam metro station, Gare d'autocars de Montréal (main bus station), Théâtre St-Denis, Quartier des Spectacles, BAnQ Library, The Village, Patrick's Pub irlandais, Café Hookah Lounge, Hospital, .... You’ll love my place because of the neighbourhood, the proximity to absolutely everything, year round festivals, best restaurants, pubs and bars in the city! My place is good for couples, solo adventurers, and business travellers.",<coroutine object preguntar_llama at 0x11c072cd0>
7.390253766110102e+17,Cosy Downtown close to Metro + Free Parking,"This accommodation includes 3 bedrooms: 1 very large bed (King), 2 very large beds (Queen),  Air Conditionner, balcony, rear terrace, Wi-Fi and Netflix 4K TV. Bathroom with washing machine and dryer. Fully equipped kitchen: refrigerator, dishwasher, microwave. coffee maker and hot air fryer.<br /><br />8 -10 min walk to Frontenac or Papineau metro, Jacques Cartier bridge and gay village<br />5 - 8 min walk to grocery, restaurants and convenience stores<br />15 - 30 min walk from the Old Port, downtown Montreal","Cosy Downtown close to Metro + Free Parking
This accommodation includes 3 bedrooms: 1 very large bed (King), 2 very large beds (Queen),  Air Conditionner, balcony, rear terrace, Wi-Fi and Netflix 4K TV. Bathroom with washing machine and dryer. Fully equipped kitchen: refrigerator, dishwasher, microwave. coffee maker and hot air fryer.<br /><br />8 -10 min walk to Frontenac or Papineau metro, Jacques Cartier bridge and gay village<br />5 - 8 min walk to grocery, restaurants and convenience stores<br />15 - 30 min walk from the Old Port, downtown Montreal",<coroutine object preguntar_llama at 0x11c072b60>
3073209.0,"Ghost Sign Suites #2,  roof deck","Enjoy Montreal from a west/central neighbourhood built post-WW1. This apartment is fully renovated and features high ceilings, a large kitchen, two bedrooms, a large bathroom with integrated laundry facilities and a spacious living area<br /><br /><br />PARKING:<br />Parking is plentiful and free on the streets nearby. Be mindful of the no-parking restrictions and<br />in winter, careful of snow-clearing restrictions. Please do not park in the back of the building in front of our garage.<br /><br />CITQ - 294907","Ghost Sign Suites #2,  roof deck
Enjoy Montreal from a west/central neighbourhood built post-WW1. This apartment is fully renovated and features high ceilings, a large kitchen, two bedrooms, a large bathroom with integrated laundry facilities and a spacious living area<br /><br /><br />PARKING:<br />Parking is plentiful and free on the streets nearby. Be mindful of the no-parking restrictions and<br />in winter, careful of snow-clearing restrictions. Please do not park in the back of the building in front of our garage.<br /><br />CITQ - 294907",<coroutine object preguntar_llama at 0x11c0729f0>
8226033.0,Bel oasis près du Canal Lachine,Beautiful family home just steps from the banks of the Canal Lachine and the commercial street. Come and enjoy all the beauty and perks of the fabulous Lachine neighborhood (the best!).,"Bel oasis près du Canal Lachine
Beautiful family home just steps from the banks of the Canal Lachine and the commercial street. Come and enjoy all the beauty and perks of the fabulous Lachine neighborhood (the best!).",<coroutine object preguntar_llama at 0x11c072880>
18485017.0,"Double room in Plateau apartment, near metro","Best location in plateau ! Nestled on a charming side street, this 3 bedroom apartment is a Plateau gem.  <br />Light-filled, your double bedroom has comfortable queen size bed, a desk, a small sofa and high speed internet.<br /><br />  Two minutes from both Laurier and Mont Royal metros, and close to all the lively cafes, fruiteries and shops of Mont Royal and St Denis and Mile End.  This is an ideal location for a Montreal visit.","Double room in Plateau apartment, near metro
Best location in plateau ! Nestled on a charming side street, this 3 bedroom apartment is a Plateau gem.  <br />Light-filled, your double bedroom has comfortable queen size bed, a desk, a small sofa and high speed internet.<br /><br />  Two minutes from both Laurier and Mont Royal metros, and close to all the lively cafes, fruiteries and shops of Mont Royal and St Denis and Mile End.  This is an ideal location for a Montreal visit.",<coroutine object preguntar_llama at 0x11c072710>
8.962962943258682e+17,Duplex lumineux face à un parc,"Large and beautiful apartment with a vast finished basement in a fantastic neighbourhood called the Plateau Mont Royal, which is a very central and friendly area with lots of parks, restaurants and cafés. Everything is at walking distance. <br />The apartment is very bright and is located in front of a pretty park with a playground. <br />It was renovated in 2021, has five bedrooms, three bathrooms,  a large office with a library and a playroom/family room. <br />Ideal for two families with young children.","Duplex lumineux face à un parc
Large and beautiful apartment with a vast finished basement in a fantastic neighbourhood called the Plateau Mont Royal, which is a very central and friendly area with lots of parks, restaurants and cafés. Everything is at walking distance. <br />The apartment is very bright and is located in front of a pretty park with a playground. <br />It was renovated in 2021, has five bedrooms, three bathrooms,  a large office with a library and a playroom/family room. <br />Ideal for two families with young children.",<coroutine object preguntar_llama at 0x11c0725a0>
6.412109341062281e+17,Well-equipped room in Quartier des Spectacles,Opal Boutique Hotel is a 21 hotel room establishment located in the heart of Quartier des Spectacles and two steps from the well-known Sainte-Catherine street. Berri-UQAM metro station is two minutes only from the hotel. You will enjoy the comfort of our rooms equipped with a kitchenette and a Nespresso coffee machine as well as access to different services such as free Wifi and self check-in.,"Well-equipped room in Quartier des Spectacles
Opal Boutique Hotel is a 21 hotel room establishment located in the heart of Quartier des Spectacles and two steps from the well-known Sainte-Catherine street. Berri-UQAM metro station is two minutes only from the hotel. You will enjoy the comfort of our rooms equipped with a kitchenette and a Nespresso coffee machine as well as access to different services such as free Wifi and self check-in.",<coroutine object preguntar_llama at 0x11c0722c0>
1.111677936468714e+18,New Luxury Unit in Heart of MTL 813 | Metro access,"Immerse yourself in downtown Montreal's cultural pulse at Summit's Furnished Apartments. Experience boutique hotel charm, homey comforts, and resort-style amenities all included in your stay, such as a gym, pool, jacuzzi and sauna. Enjoy direct metro access (Place des Arts), 24/7 doorman service, and optional parking. Indulge in two onsite restaurants (Muse and Commodore) and explore nearby cafes and terraces. Steps from iconic landmarks and year-round events, your Montreal adventure awaits!","New Luxury Unit in Heart of MTL 813 | Metro access
Immerse yourself in downtown Montreal's cultural pulse at Summit's Furnished Apartments. Experience boutique hotel charm, homey comforts, and resort-style amenities all included in your stay, such as a gym, pool, jacuzzi and sauna. Enjoy direct metro access (Place des Arts), 24/7 doorman service, and optional parking. Indulge in two onsite restaurants (Muse and Commodore) and explore nearby cafes and terraces. Steps from iconic landmarks and year-round events, your Montreal adventure awaits!",<coroutine object preguntar_llama at 0x11c072150>
1.106604366936752e+18,Lovely 1BR Condo. Bell Center!,"​Comfortable, sleek, city living in the heart of downtown Montreal. This fabulous furnished condo has beautiful sunlight, a comfortable queen-sized bed, a walk-in closet, and a spacious glass shower. You’ll have all the luxury amenities and furnishings you expect and a location you cannot beat.","Lovely 1BR Condo. Bell Center!
​Comfortable, sleek, city living in the heart of downtown Montreal. This fabulous furnished condo has beautiful sunlight, a comfortable queen-sized bed, a walk-in closet, and a spacious glass shower. You’ll have all the luxury amenities and furnishings you expect and a location you cannot beat.",<coroutine object preguntar_llama at 0x11c071fe0>
38266447.0,Small Studio in Plateau Mont-Royal,"Establishment number 307051.<br />I invite you to visit our beautiful Montreal city at any time of the year. <br />My apartment is located just near Mont Royale Park, La Fontainne Park and next to the old port.<br />This is a small studio of 15 square meters in the center of the Mont-Royal Plateau, located at the intersection of Saint-Denis and Mont Royal, 3 steps from Mount Royal metro station. Ideal for a romantic stay or for short-term business trips.","Small Studio in Plateau Mont-Royal
Establishment number 307051.<br />I invite you to visit our beautiful Montreal city at any time of the year. <br />My apartment is located just near Mont Royale Park, La Fontainne Park and next to the old port.<br />This is a small studio of 15 square meters in the center of the Mont-Royal Plateau, located at the intersection of Saint-Denis and Mont Royal, 3 steps from Mount Royal metro station. Ideal for a romantic stay or for short-term business trips.",<coroutine object preguntar_llama at 0x11c071e70>
6.421475129825096e+17,Nomade MTL | Le Penfield | Spacious Queen Room,"Welcome to Le Penfield where you’ll live a Nomade lifestyle in comfort! We are a brand-new renovated boutique hotel located in the heart of Golden Square Mile where you’ll be steps from restaurants, shops, and museums. Le Penfield is the perfect place for all your travel needs, whether it be for leisure or business. <br /><br />This beautiful room has a Queen bed, a sofa bed, and modern bathrooms, accommodating 3 people in comfort.","Nomade MTL | Le Penfield | Spacious Queen Room
Welcome to Le Penfield where you’ll live a Nomade lifestyle in comfort! We are a brand-new renovated boutique hotel located in the heart of Golden Square Mile where you’ll be steps from restaurants, shops, and museums. Le Penfield is the perfect place for all your travel needs, whether it be for leisure or business. <br /><br />This beautiful room has a Queen bed, a sofa bed, and modern bathrooms, accommodating 3 people in comfort.",<coroutine object preguntar_llama at 0x11c071b90>
53630922.0,"Spacious room, near Metro","We have a beautiful, COMPLETELY furnished room for you,  It takes  2 minutes by bus to reach the Jolicoeur metro station, and 15 minutes to get to downtown or the universities. Ideal for student, PERSONAL OCCUPANCY ONLY, With EVERYTHING included, Smoking is not permit.","Spacious room, near Metro
We have a beautiful, COMPLETELY furnished room for you,  It takes  2 minutes by bus to reach the Jolicoeur metro station, and 15 minutes to get to downtown or the universities. Ideal for student, PERSONAL OCCUPANCY ONLY, With EVERYTHING included, Smoking is not permit.",<coroutine object preguntar_llama at 0x11c071a20>
17514332.0,Homa 1 | A haven of light | WiFi+Workspace,"☼Welcome to my wonderfully, bright Homa!☼<br /><br />CITQ: 296159<br /><br />✧ Near the Botanical Garden, Esplanade Financière Sun Life, Restaurant Le Sommet<br />✧ ️ Bright apartment in a vibrant neighborhood <br />✧ Very comfortable bed, beautiful and spacious kitchen, with stainless steel appliances<br />✧  Perfect space for couples, solo travelers, business travelers, and families with, or without children<br />✧ High speed wireless internet","Homa 1 | A haven of light | WiFi+Workspace
☼Welcome to my wonderfully, bright Homa!☼<br /><br />CITQ: 296159<br /><br />✧ Near the Botanical Garden, Esplanade Financière Sun Life, Restaurant Le Sommet<br />✧ ️ Bright apartment in a vibrant neighborhood <br />✧ Very comfortable bed, beautiful and spacious kitchen, with stainless steel appliances<br />✧  Perfect space for couples, solo travelers, business travelers, and families with, or without children<br />✧ High speed wireless internet",<coroutine object preguntar_llama at 0x11c0718b0>
1.034281984755681e+18,"New Reno,Great Location ,3 bdrm - 20% off 32 days+","Beautiful 3 bedroom on the ground floor, close to the park and river, as well as metro de l'Eglise for easy access anywhere in the city!  Just off famous Wellington Street with all it's restaurants, cafes and shops for you to explore. Verdun listed as one of the 50 best neighbourhoods i n the world by ""Timeout"" magazine!","New Reno,Great Location ,3 bdrm - 20% off 32 days+
Beautiful 3 bedroom on the ground floor, close to the park and river, as well as metro de l'Eglise for easy access anywhere in the city!  Just off famous Wellington Street with all it's restaurants, cafes and shops for you to explore. Verdun listed as one of the 50 best neighbourhoods i n the world by ""Timeout"" magazine!",<coroutine object preguntar_llama at 0x11c071740>
48330486.0,Chic appartement une chambre avec jardin,"New listing. At the heart of the splendid Hotel Particulier Griffintown recognized for it's homey and accommodations quality. The splendid appartment at garden level with 1 room, 1 bathroom, a large kitchen with a island and a nice fireplace. Access from the splendid garden. <br />This appartment is ideal for work. It is not connected from the other establishment of the house. L'Hotel Particulier Griffintown has 5 independant establishment.<br /><br />CITQ Establishment #294243","Chic appartement une chambre avec jardin
New listing. At the heart of the splendid Hotel Particulier Griffintown recognized for it's homey and accommodations quality. The splendid appartment at garden level with 1 room, 1 bathroom, a large kitchen with a island and a nice fireplace. Access from the splendid garden. <br />This appartment is ideal for work. It is not connected from the other establishment of the house. L'Hotel Particulier Griffintown has 5 independant establishment.<br /><br />CITQ Establishment #294243",<coroutine object preguntar_llama at 0x11c0715d0>
9.415855008660678e+17,Très bel appartement équipé!,"Very nice apartment located in the city of Anjou, sleeping 1-2 people wanting to have a most pleasant and unforgettable stay.<br /><br />This apartment is fully equipped and has everything you need, not to mention the air conditioning with heatwave weather and unlimited wifi.<br /><br />The bus is a 1-minute walk away, and if you are driving, you can park without any problem.<br /><br />Relax and relax at this quiet and stylish home.<br /><br />So what are you waiting for? <br /><br />Welcome!","Très bel appartement équipé!
Very nice apartment located in the city of Anjou, sleeping 1-2 people wanting to have a most pleasant and unforgettable stay.<br /><br />This apartment is fully equipped and has everything you need, not to mention the air conditioning with heatwave weather and unlimited wifi.<br /><br />The bus is a 1-minute walk away, and if you are driving, you can park without any problem.<br /><br />Relax and relax at this quiet and stylish home.<br /><br />So what are you waiting for? <br /><br />Welcome!",<coroutine object preguntar_llama at 0x11c0712f0>
10340183.0,Monkland village appartement,"Beautiful apartment located in the upscale area of NDG. Discover Monkland and Sherbrooke Street and their attractions. Close to downtown, Westmount. 10 minutes walk from Metro Villa Maria. Completely renovated with taste. Private entrance.","Monkland village appartement
Beautiful apartment located in the upscale area of NDG. Discover Monkland and Sherbrooke Street and their attractions. Close to downtown, Westmount. 10 minutes walk from Metro Villa Maria. Completely renovated with taste. Private entrance.",<coroutine object preguntar_llama at 0x11c071010>
9.169017141733044e+17,Lovely room in a triplex Montrealais,Keep it simple at this peaceful and centrally located place.,"Lovely room in a triplex Montrealais
Keep it simple at this peaceful and centrally located place.",<coroutine object preguntar_llama at 0x11c070490>
1.0031135631927784e+18,"5 minutes walking to Metro, Private room 3","the apartment locates in a quiet residential neigborhood in southwest region (ville emard) of Montreal island, close to shopping mall, grocery stores, park (has BBQ racks in the summer) and Metro/Subway Station.This place is perfect for visitors, business travelers and new arrivals. We are looking forward to offer service during your trip.","5 minutes walking to Metro, Private room 3
the apartment locates in a quiet residential neigborhood in southwest region (ville emard) of Montreal island, close to shopping mall, grocery stores, park (has BBQ racks in the summer) and Metro/Subway Station.This place is perfect for visitors, business travelers and new arrivals. We are looking forward to offer service during your trip.",<coroutine object preguntar_llama at 0x11c070ea0>
53977550.0,Grand 1BR Suite,"Feel at home at these brand new construction California style flats with floor to ceiling windows in the heart of Downtown Montreal.<br /><br /><br />Loft is tastefully decorated with unique furniture and a fully equipped kitchen. Really spacious living area with listed amenities<br /><br /><br />Smart digital locks on doors for keyless and contactless access. Designed for extended stays in mind. Fresh linens, towels, soap and toiletries provided. Ask about our ""Early Check-In Package"" & ""Late Check-Out Package"".","Grand 1BR Suite
Feel at home at these brand new construction California style flats with floor to ceiling windows in the heart of Downtown Montreal.<br /><br /><br />Loft is tastefully decorated with unique furniture and a fully equipped kitchen. Really spacious living area with listed amenities<br /><br /><br />Smart digital locks on doors for keyless and contactless access. Designed for extended stays in mind. Fresh linens, towels, soap and toiletries provided. Ask about our ""Early Check-In Package"" & ""Late Check-Out Package"".",<coroutine object preguntar_llama at 0x11c070d30>
1.0160582212894674e+18,Free Parking | Studio getaway with balcony - 23,"This stylish place to stay is perfect for a small group . It's located in the heart of Montréal's Plateau neighborhood. You're a two-minute walk to Mont-Royal Avenue, a bustling pedestrian street in the summer. It's a four-minute walk to the nearest Metro station, making this the perfect place to stay to explore Montréal.<br /><br />Sleep comfortably 3 persons, but can welcome a 4th person if needed.<br /><br />Important, please read the ""Other details to note"" section below!","Free Parking | Studio getaway with balcony - 23
This stylish place to stay is perfect for a small group . It's located in the heart of Montréal's Plateau neighborhood. You're a two-minute walk to Mont-Royal Avenue, a bustling pedestrian street in the summer. It's a four-minute walk to the nearest Metro station, making this the perfect place to stay to explore Montréal.<br /><br />Sleep comfortably 3 persons, but can welcome a 4th person if needed.<br /><br />Important, please read the ""Other details to note"" section below!",<coroutine object preguntar_llama at 0x11c070bc0>
9.097952304716678e+17,Grand 2BR Suite Downtown | Walk to Old-Port,"Welcome!  Montreal’s friendly hosts welcome you to this wonderful apartment. Our consistently great service and hospitality sets us apart from the rest. A comfortable experience guaranteed. Hope to see you soon! <br /> ---  <br />All taxes are remitted to CRA and Revenue Quebec including HST, QST and Logging Tax. This property is registered CITQ. For more information about Tourism Registry please contact the manager's legal team.","Grand 2BR Suite Downtown | Walk to Old-Port
Welcome!  Montreal’s friendly hosts welcome you to this wonderful apartment. Our consistently great service and hospitality sets us apart from the rest. A comfortable experience guaranteed. Hope to see you soon! <br /> ---  <br />All taxes are remitted to CRA and Revenue Quebec including HST, QST and Logging Tax. This property is registered CITQ. For more information about Tourism Registry please contact the manager's legal team.",<coroutine object preguntar_llama at 0x11c070a50>
1.0778360215299264e+18,Charming place near verdun metro,"🚨IF YOU WANT TO BOOK GOR LESS THAN 31 DAYS JUST TEXT ME AND WE CAN DO IT FOR YOU,ITS REALLY SIMPLE 🚨<br />sunlit room welcomes you with a tranquil ambiance<br /><br />- Only a 12-minute metro ride to downtown in one direction<br />- Just a 2-minute walk from Metro Verdun<br />- A 3-minute walk to the beautiful Lawrence River<br />- A 1-minute walk from Wellington Street, which is lined with commercial shops, restaurants, and cafe","Charming place near verdun metro
🚨IF YOU WANT TO BOOK GOR LESS THAN 31 DAYS JUST TEXT ME AND WE CAN DO IT FOR YOU,ITS REALLY SIMPLE 🚨<br />sunlit room welcomes you with a tranquil ambiance<br /><br />- Only a 12-minute metro ride to downtown in one direction<br />- Just a 2-minute walk from Metro Verdun<br />- A 3-minute walk to the beautiful Lawrence River<br />- A 1-minute walk from Wellington Street, which is lined with commercial shops, restaurants, and cafe",<coroutine object preguntar_llama at 0x11c0708e0>
6.709637419844686e+17,Spacious 4BR Delight: Newly Renovated & Cozy,"Welcome to our newly renovated 4BR apartment near HEC, Polytechnique & University of Montreal. Enjoy proximity to top hospitals, parks, supermarkets & a vibrant neighborhood. Experience tranquility & city life in this stylish retreat. Best of both worlds!","Spacious 4BR Delight: Newly Renovated & Cozy
Welcome to our newly renovated 4BR apartment near HEC, Polytechnique & University of Montreal. Enjoy proximity to top hospitals, parks, supermarkets & a vibrant neighborhood. Experience tranquility & city life in this stylish retreat. Best of both worlds!",<coroutine object preguntar_llama at 0x11c070770>
8.318177903294813e+17,Serene Scandinavian Downtown - Free Parking & Spa,Experience this Scandinavian inspired wellness haven in the best neighborhood that downtown Montreal has to offer! <br /><br />~5 min walk to the popular St. Catherine Street<br />~10 min walk to Guy-Concordia metro<br />~10 min walk to Atwater Market and the Bell Centre<br /><br />The sleek space offers beautiful views of the Montreal skyline and the Samuel bridge. The place has everything you need for a comfortable stay.<br /><br />Have the convenience of free private heated underground parking in the building.<br /><br />Pets are welcome!,"Serene Scandinavian Downtown - Free Parking & Spa
Experience this Scandinavian inspired wellness haven in the best neighborhood that downtown Montreal has to offer! <br /><br />~5 min walk to the popular St. Catherine Street<br />~10 min walk to Guy-Concordia metro<br />~10 min walk to Atwater Market and the Bell Centre<br /><br />The sleek space offers beautiful views of the Montreal skyline and the Samuel bridge. The place has everything you need for a comfortable stay.<br /><br />Have the convenience of free private heated underground parking in the building.<br /><br />Pets are welcome!",<coroutine object preguntar_llama at 0x11c070600>
